BTC FULL CHAIN — REVERSE SOLVED FROM ZERO SPACE
nos3bl33d / (DFG) DeadFoxGroup | x^2 = x + 1
Generated 2026-04-10 22:54:47 UTC

METHOD: Start from zero space, reverse the axiom at each step
  Pentagon rotation: 72 deg = 530,887,154 nonces per difficulty adjustment
  Triangle rotation: 120 deg = 884,811,923 nonces per halvening
  Difficulty periods per halvening: 210000/2016 = 104.17
  Genesis nonce: 2083236893

STEP  BLOCK_HEIGHT  HALVENING  DIRECTION  NONCE_PRED      MIRROR          ROTATION_ACC
4166     8,398,656         39  FUTURE      1,397,346,666   1,792,100,691     685,890,227
4167     8,400,672         40  FUTURE        512,534,743   3,618,147,358   1,570,702,150
4168     8,402,688         40  FUTURE      4,276,614,885   3,858,163,710   2,101,589,304
4169     8,404,704         40  FUTURE      3,745,727,731   4,081,337,311   2,632,476,458
4170     8,406,720         40  FUTURE      3,214,840,577      26,451,647   3,163,363,612
4171     8,408,736         40  FUTURE      2,683,953,423     266,467,743   3,694,250,766
4172     8,410,752         40  FUTURE      2,153,066,269     489,641,344   4,225,137,920
4173     8,412,768         40  FUTURE      1,622,179,115     729,657,440     461,057,778
4174     8,414,784         40  FUTURE      1,091,291,961     969,608,001     991,944,932
4175     8,416,800         40  FUTURE        560,404,807   1,192,847,137   1,522,832,086
4176     8,418,816         40  FUTURE         29,517,653   1,432,863,233   2,053,719,240
4177     8,420,832         40  FUTURE      3,793,597,795   1,672,814,050   2,584,606,394
4178     8,422,848         40  FUTURE      3,262,710,641   1,896,053,186   3,115,493,548
4179     8,424,864         40  FUTURE      2,731,823,487   2,136,069,282   3,646,380,702
4180     8,426,880         40  FUTURE      2,200,936,333   2,376,019,843   4,177,267,856
4181     8,428,896         40  FUTURE      1,670,049,179   2,616,035,939     413,187,714
4182     8,430,912         40  FUTURE      1,139,162,025   2,839,275,075     944,074,868
4183     8,432,928         40  FUTURE        608,274,871   3,079,225,636   1,474,962,022
4184     8,434,944         40  FUTURE         77,387,717   3,319,241,732   2,005,849,176
4185     8,436,960         40  FUTURE      3,841,467,859   3,542,481,124   2,536,736,330
4186     8,438,976         40  FUTURE      3,310,580,705   3,782,431,685   3,067,623,484
4187     8,440,992         40  FUTURE      2,779,693,551   4,022,447,781   3,598,510,638
4188     8,443,008         40  FUTURE      2,248,806,397   4,245,621,382   4,129,397,792
4189     8,445,024         40  FUTURE      1,717,919,243     190,735,718     365,317,650
4190     8,447,040         40  FUTURE      1,187,032,089     430,751,814     896,204,804
4191     8,449,056         40  FUTURE        656,144,935     670,702,375   1,427,091,958
4192     8,451,072         40  FUTURE        125,257,781     893,941,511   1,957,979,112
4193     8,453,088         40  FUTURE      3,889,337,923   1,133,957,863   2,488,866,266
4194     8,455,104         40  FUTURE      3,358,450,769   1,373,908,424   3,019,753,420
4195     8,457,120         40  FUTURE      2,827,563,615   1,597,147,560   3,550,640,574
4196     8,459,136         40  FUTURE      2,296,676,461   1,837,163,656   4,081,527,728
4197     8,461,152         40  FUTURE      1,765,789,307   2,077,114,217     317,447,586
4198     8,463,168         40  FUTURE      1,234,902,153   2,300,353,353     848,334,740
4199     8,465,184         40  FUTURE        704,014,999   2,540,369,449   1,379,221,894
4200     8,467,200         40  FUTURE        173,127,845   2,780,320,010   1,910,109,048
4201     8,469,216         40  FUTURE      3,937,207,987   3,003,559,402   2,440,996,202
4202     8,471,232         40  FUTURE      3,406,320,833   3,243,509,963   2,971,883,356
4203     8,473,248         40  FUTURE      2,875,433,679   3,483,526,059   3,502,770,510
4204     8,475,264         40  FUTURE      2,344,546,525   3,723,542,155   4,033,657,664
4205     8,477,280         40  FUTURE      1,813,659,371   3,946,715,756     269,577,522
4206     8,479,296         40  FUTURE      1,282,772,217   4,186,731,852     800,464,676
4207     8,481,312         40  FUTURE        751,885,063     131,846,188   1,331,351,830
4208     8,483,328         40  FUTURE        220,997,909     355,019,789   1,862,238,984
4209     8,485,344         40  FUTURE      3,985,078,051     595,036,141   2,393,126,138
4210     8,487,360         40  FUTURE      3,454,190,897     835,052,237   2,924,013,292
4211     8,489,376         40  FUTURE      2,923,303,743   1,058,225,838   3,454,900,446
4212     8,491,392         40  FUTURE      2,392,416,589   1,298,241,934   3,985,787,600
4213     8,493,408         40  FUTURE      1,861,529,435   1,538,258,030     221,707,458
4214     8,495,424         40  FUTURE      1,330,642,281   1,778,208,591     752,594,612
4215     8,497,440         40  FUTURE        799,755,127   2,001,447,727   1,283,481,766
4216     8,499,456         40  FUTURE        268,867,973   2,241,398,288   1,814,368,920
4217     8,501,472         40  FUTURE      4,032,948,115   2,481,414,640   2,345,256,074
4218     8,503,488         40  FUTURE      3,502,060,961   2,704,653,776   2,876,143,228
4219     8,505,504         40  FUTURE      2,971,173,807   2,944,604,337   3,407,030,382
4220     8,507,520         40  FUTURE      2,440,286,653   3,184,620,433   3,937,917,536
4221     8,509,536         40  FUTURE      1,909,399,499   3,407,859,569     173,837,394
4222     8,511,552         40  FUTURE      1,378,512,345   3,647,810,130     704,724,548
4223     8,513,568         40  FUTURE        847,625,191   3,887,826,226   1,235,611,702
4224     8,515,584         40  FUTURE        316,738,037   4,111,065,362   1,766,498,856
4225     8,517,600         40  FUTURE      4,080,818,179      56,114,419   2,297,386,010
4226     8,519,616         40  FUTURE      3,549,931,025     296,130,515   2,828,273,164
4227     8,521,632         40  FUTURE      3,019,043,871     536,146,611   3,359,160,318
4228     8,523,648         40  FUTURE      2,488,156,717     759,320,212   3,890,047,472
4229     8,525,664         40  FUTURE      1,957,269,563     999,336,308     125,967,330
4230     8,527,680         40  FUTURE      1,426,382,409   1,239,286,869     656,854,484
4231     8,529,696         40  FUTURE        895,495,255   1,462,526,005   1,187,741,638
4232     8,531,712         40  FUTURE        364,608,101   1,702,542,101   1,718,628,792
4233     8,533,728         40  FUTURE      4,128,688,243   1,942,492,918   2,249,515,946
4234     8,535,744         40  FUTURE      3,597,801,089   2,165,732,054   2,780,403,100
4235     8,537,760         40  FUTURE      3,066,913,935   2,405,748,150   3,311,290,254
4236     8,539,776         40  FUTURE      2,536,026,781   2,645,698,711   3,842,177,408
4237     8,541,792         40  FUTURE      2,005,139,627   2,868,937,847      78,097,266
4238     8,543,808         40  FUTURE      1,474,252,473   3,108,953,943     608,984,420
4239     8,545,824         40  FUTURE        943,365,319   3,348,904,504   1,139,871,574
4240     8,547,840         40  FUTURE        412,478,165   3,588,920,600   1,670,758,728
4241     8,549,856         40  FUTURE      4,176,558,307   3,812,159,992   2,201,645,882
4242     8,551,872         40  FUTURE      3,645,671,153   4,052,110,553   2,732,533,036
4243     8,553,888         40  FUTURE      3,114,783,999   4,292,126,649   3,263,420,190
4244     8,555,904         40  FUTURE      2,583,896,845     220,398,490   3,794,307,344
4245     8,557,920         40  FUTURE      2,053,009,691     460,414,586      30,227,202
4246     8,559,936         40  FUTURE      1,522,122,537     700,430,682     561,114,356
4247     8,561,952         40  FUTURE        991,235,383     923,604,283   1,092,001,510
4248     8,563,968         40  FUTURE        460,348,229   1,163,620,379   1,622,888,664
4249     8,565,984         40  FUTURE      4,224,428,371   1,403,636,731   2,153,775,818
4250     8,568,000         40  FUTURE      3,693,541,217   1,643,587,292   2,684,662,972
4251     8,570,016         40  FUTURE      3,162,654,063   1,866,826,428   3,215,550,126
4252     8,572,032         40  FUTURE      2,631,766,909   2,106,842,524   3,746,437,280
4253     8,574,048         40  FUTURE      2,100,879,755   2,346,793,085   4,277,324,434
4254     8,576,064         40  FUTURE      1,569,992,601   2,570,032,221     513,244,292
4255     8,578,080         40  FUTURE      1,039,105,447   2,810,048,317   1,044,131,446
4256     8,580,096         40  FUTURE        508,218,293   3,049,998,878   1,575,018,600
4257     8,582,112         40  FUTURE      4,272,298,435   3,273,238,270   2,105,905,754
4258     8,584,128         40  FUTURE      3,741,411,281   3,513,188,831   2,636,792,908
4259     8,586,144         40  FUTURE      3,210,524,127   3,753,204,927   3,167,680,062
4260     8,588,160         40  FUTURE      2,679,636,973   3,976,444,063   3,698,567,216
4261     8,590,176         40  FUTURE      2,148,749,819   4,216,394,624   4,229,454,370
4262     8,592,192         40  FUTURE      1,617,862,665     161,508,960     465,374,228
4263     8,594,208         40  FUTURE      1,086,975,511     401,525,056     996,261,382
4264     8,596,224         40  FUTURE        556,088,357     624,698,657   1,527,148,536
4265     8,598,240         40  FUTURE         25,201,203     864,714,753   2,058,035,690
4266     8,600,256         40  FUTURE      3,789,281,345   1,104,731,105   2,588,922,844
4267     8,602,272         40  FUTURE      3,258,394,191   1,327,904,706   3,119,809,998
4268     8,604,288         40  FUTURE      2,727,507,037   1,567,920,802   3,650,697,152
4269     8,606,304         40  FUTURE      2,196,619,883   1,807,936,898   4,181,584,306
4270     8,608,320         40  FUTURE      1,665,732,729   2,031,110,499     417,504,164
4271     8,610,336         41  FUTURE        780,920,806   3,873,934,126   1,302,316,087
4272     8,612,352         41  FUTURE        250,033,652   4,097,173,262   1,833,203,241
4273     8,614,368         41  FUTURE      4,014,113,794      42,222,319   2,364,090,395
4274     8,616,384         41  FUTURE      3,483,226,640     282,238,415   2,894,977,549
4275     8,618,400         41  FUTURE      2,952,339,486     505,477,551   3,425,864,703
4276     8,620,416         41  FUTURE      2,421,452,332     745,428,112   3,956,751,857
4277     8,622,432         41  FUTURE      1,890,565,178     985,444,208     192,671,715
4278     8,624,448         41  FUTURE      1,359,678,024   1,208,617,809     723,558,869
4279     8,626,464         41  FUTURE        828,790,870   1,448,633,905   1,254,446,023
4280     8,628,480         41  FUTURE        297,903,716   1,688,650,001   1,785,333,177
4281     8,630,496         41  FUTURE      4,061,983,858   1,928,600,818   2,316,220,331
4282     8,632,512         41  FUTURE      3,531,096,704   2,151,839,954   2,847,107,485
4283     8,634,528         41  FUTURE      3,000,209,550   2,391,856,050   3,377,994,639
4284     8,636,544         41  FUTURE      2,469,322,396   2,631,806,611   3,908,881,793
4285     8,638,560         41  FUTURE      1,938,435,242   2,855,045,747     144,801,651
4286     8,640,576         41  FUTURE      1,407,548,088   3,095,061,843     675,688,805
4287     8,642,592         41  FUTURE        876,660,934   3,335,012,404   1,206,575,959
4288     8,644,608         41  FUTURE        345,773,780   3,558,251,540   1,737,463,113
4289     8,646,624         41  FUTURE      4,109,853,922   3,798,267,892   2,268,350,267
4290     8,648,640         41  FUTURE      3,578,966,768   4,038,218,453   2,799,237,421
4291     8,650,656         41  FUTURE      3,048,079,614   4,261,457,589   3,330,124,575
4292     8,652,672         41  FUTURE      2,517,192,460     206,506,390   3,861,011,729
4293     8,654,688         41  FUTURE      1,986,305,306     446,522,486      96,931,587
4294     8,656,704         41  FUTURE      1,455,418,152     686,538,582     627,818,741
4295     8,658,720         41  FUTURE        924,530,998     909,712,183   1,158,705,895
4296     8,660,736         41  FUTURE        393,643,844   1,149,728,279   1,689,593,049
4297     8,662,752         41  FUTURE      4,157,723,986   1,389,744,631   2,220,480,203
4298     8,664,768         41  FUTURE      3,626,836,832   1,612,918,232   2,751,367,357
4299     8,666,784         41  FUTURE      3,095,949,678   1,852,934,328   3,282,254,511
4300     8,668,800         41  FUTURE      2,565,062,524   2,092,950,424   3,813,141,665
4301     8,670,816         41  FUTURE      2,034,175,370   2,316,124,025      49,061,523
4302     8,672,832         41  FUTURE      1,503,288,216   2,556,140,121     579,948,677
4303     8,674,848         41  FUTURE        972,401,062   2,796,156,217   1,110,835,831
4304     8,676,864         41  FUTURE        441,513,908   3,036,106,778   1,641,722,985
4305     8,678,880         41  FUTURE      4,205,594,050   3,259,346,170   2,172,610,139
4306     8,680,896         41  FUTURE      3,674,706,896   3,499,296,731   2,703,497,293
4307     8,682,912         41  FUTURE      3,143,819,742   3,739,312,827   3,234,384,447
4308     8,684,928         41  FUTURE      2,612,932,588   3,962,551,963   3,765,271,601
4309     8,686,944         41  FUTURE      2,082,045,434   4,202,502,524       1,191,459
4310     8,688,960         41  FUTURE      1,551,158,280     147,616,860     532,078,613
4311     8,690,976         41  FUTURE      1,020,271,126     370,855,996   1,062,965,767
4312     8,692,992         41  FUTURE        489,383,972     610,806,557   1,593,852,921
4313     8,695,008         41  FUTURE      4,253,464,114     850,822,909   2,124,740,075
4314     8,697,024         41  FUTURE      3,722,576,960   1,074,062,045   2,655,627,229
4315     8,699,040         41  FUTURE      3,191,689,806   1,314,012,606   3,186,514,383
4316     8,701,056         41  FUTURE      2,660,802,652   1,554,028,702   3,717,401,537
4317     8,703,072         41  FUTURE      2,129,915,498   1,794,044,798   4,248,288,691
4318     8,705,088         41  FUTURE      1,599,028,344   2,017,218,399     484,208,549
4319     8,707,104         41  FUTURE      1,068,141,190   2,257,234,495   1,015,095,703
4320     8,709,120         41  FUTURE        537,254,036   2,497,185,056   1,545,982,857
4321     8,711,136         41  FUTURE          6,366,882   2,720,424,192   2,076,870,011
4322     8,713,152         41  FUTURE      3,770,447,024   2,960,440,544   2,607,757,165
4323     8,715,168         41  FUTURE      3,239,559,870   3,200,391,105   3,138,644,319
4324     8,717,184         41  FUTURE      2,708,672,716   3,423,630,241   3,669,531,473
4325     8,719,200         41  FUTURE      2,177,785,562   3,663,646,337   4,200,418,627
